created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2020-09-09 02:01:25 KST,342,24.67,71.92,1008.87,33,56,58,,,,
2020-09-09 02:06:27 KST,343,24.71,72.88,1008.83,40,69,73,,,,
2020-09-09 02:11:28 KST,344,24.66,72.26,1008.89,37,61,65,,,,
2020-09-09 02:16:29 KST,345,24.63,71.04,1008.87,31,50,53,,,,
2020-09-09 02:21:31 KST,346,24.60,70.30,1008.75,29,49,51,,,,
2020-09-09 02:26:33 KST,347,24.56,70.10,1008.87,29,45,45,,,,
2020-09-09 02:31:34 KST,348,24.56,70.34,1008.79,28,46,46,,,,
2020-09-09 02:36:35 KST,349,24.58,71.23,1008.57,33,54,55,,,,
2020-09-09 02:41:36 KST,350,24.57,69.42,1008.41,30,49,53,,,,
2020-09-09 02:46:38 KST,351,24.55,70.00,1008.52,28,48,53,,,,
2020-09-09 02:51:39 KST,352,24.57,71.01,1008.58,28,49,49,,,,
2020-09-09 02:56:40 KST,353,24.58,72.27,1008.60,37,67,68,,,,
2020-09-09 03:01:42 KST,354,24.55,68.14,1008.52,19,32,33,,,,
2020-09-09 03:06:44 KST,355,24.61,72.43,1008.48,37,62,66,,,,
2020-09-09 03:11:46 KST,356,24.56,71.67,1008.59,37,62,67,,,,
2020-09-09 03:16:47 KST,357,24.46,73.27,1008.57,39,67,70,,,,
2020-09-09 03:21:49 KST,358,24.47,73.34,1008.45,44,77,82,,,,
2020-09-09 03:26:50 KST,359,24.48,71.91,1008.64,35,60,65,,,,
2020-09-09 03:31:52 KST,360,24.42,72.33,1008.72,35,65,71,,,,
2020-09-09 03:36:54 KST,361,24.45,72.17,1008.62,33,54,55,,,,
2020-09-09 03:41:55 KST,362,24.45,72.86,1008.55,38,66,69,,,,
2020-09-09 03:46:56 KST,363,24.35,70.70,1008.46,34,57,59,,,,
2020-09-09 03:51:58 KST,364,24.35,70.16,1008.47,29,54,58,,,,
2020-09-09 03:56:59 KST,365,24.35,70.55,1008.56,35,60,63,,,,
2020-09-09 04:02:01 KST,366,24.36,71.01,1008.67,31,56,58,,,,
2020-09-09 04:07:02 KST,367,24.34,70.06,1008.66,32,55,57,,,,
2020-09-09 04:12:04 KST,368,24.36,68.95,1008.79,28,49,50,,,,
2020-09-09 04:17:05 KST,369,24.32,69.88,1008.90,33,54,60,,,,
2020-09-09 04:22:06 KST,370,24.21,68.20,1008.82,27,44,45,,,,
2020-09-09 04:27:08 KST,371,24.21,67.99,1008.77,27,42,43,,,,
2020-09-09 04:32:09 KST,372,24.15,67.98,1008.77,25,45,46,,,,
2020-09-09 04:37:10 KST,373,24.16,68.38,1008.73,25,40,42,,,,
2020-09-09 04:42:11 KST,374,24.19,66.99,1008.73,23,43,44,,,,
2020-09-09 04:47:13 KST,375,24.22,67.32,1008.76,21,35,36,,,,
2020-09-09 04:52:15 KST,376,24.25,67.09,1008.83,23,42,45,,,,
2020-09-09 04:57:17 KST,377,24.22,65.42,1008.90,17,29,31,,,,
2020-09-09 05:02:18 KST,378,24.25,67.83,1008.91,27,50,52,,,,
2020-09-09 05:07:19 KST,379,24.22,67.61,1008.89,26,39,42,,,,
2020-09-09 05:12:21 KST,380,24.17,66.93,1008.93,22,35,36,,,,
2020-09-09 05:17:22 KST,381,24.15,67.92,1008.98,23,39,40,,,,
2020-09-09 05:22:24 KST,382,24.14,67.66,1008.92,23,41,45,,,,
2020-09-09 05:27:25 KST,383,24.16,66.97,1009.00,21,45,45,,,,
2020-09-09 05:32:26 KST,384,24.19,65.94,1009.03,17,27,27,,,,
2020-09-09 05:37:28 KST,385,24.26,66.10,1009.00,18,31,31,,,,
2020-09-09 05:42:30 KST,386,24.25,68.14,1008.96,27,45,46,,,,
2020-09-09 05:47:31 KST,387,24.21,68.45,1008.97,28,47,51,,,,
2020-09-09 05:52:33 KST,388,24.14,69.39,1008.96,29,46,47,,,,
2020-09-09 05:57:34 KST,389,23.93,70.59,1008.95,24,44,46,,,,
2020-09-09 06:02:35 KST,390,23.96,69.96,1008.97,24,45,47,,,,
2020-09-09 06:07:37 KST,391,23.90,70.50,1008.90,25,46,50,,,,
2020-09-09 06:12:39 KST,392,23.80,70.99,1008.88,30,48,50,,,,
2020-09-09 06:17:40 KST,393,23.63,71.48,1008.98,29,46,49,,,,
2020-09-09 06:22:42 KST,394,23.77,69.41,1008.99,22,35,36,,,,
2020-09-09 06:27:43 KST,395,23.92,69.95,1008.92,25,43,48,,,,
2020-09-09 06:32:45 KST,396,23.93,70.52,1008.88,25,41,42,,,,
2020-09-09 06:37:47 KST,397,23.75,70.60,1008.85,25,44,45,,,,
2020-09-09 06:42:48 KST,398,23.62,71.41,1008.83,24,44,46,,,,
2020-09-09 06:47:49 KST,399,23.53,72.14,1008.83,25,42,45,,,,
2020-09-09 06:52:51 KST,400,23.52,72.19,1008.89,23,36,37,,,,
2020-09-09 06:57:52 KST,401,23.47,71.05,1008.98,18,29,30,,,,
2020-09-09 07:02:54 KST,402,23.42,70.37,1008.99,15,22,23,,,,
2020-09-09 07:07:55 KST,403,23.34,70.46,1008.98,11,22,23,,,,
2020-09-09 07:12:57 KST,404,23.28,69.77,1008.92,11,20,20,,,,
2020-09-09 07:17:58 KST,405,23.31,69.85,1008.91,14,19,20,,,,
2020-09-09 07:23:00 KST,406,23.36,70.09,1008.91,15,24,25,,,,
2020-09-09 07:28:02 KST,407,23.43,69.57,1008.78,13,25,27,,,,
2020-09-09 07:33:03 KST,408,23.69,68.30,1008.66,14,23,24,,,,
2020-09-09 07:38:05 KST,409,23.77,68.91,1008.66,12,21,23,,,,
2020-09-09 07:43:06 KST,410,23.60,69.16,1008.68,13,23,26,,,,
2020-09-09 07:48:08 KST,411,23.83,68.60,1008.71,13,22,24,,,,
2020-09-09 07:53:10 KST,412,23.85,68.24,1008.78,14,22,24,,,,
2020-09-09 07:58:12 KST,413,23.88,68.90,1008.83,12,19,19,,,,
2020-09-09 08:03:13 KST,414,23.80,69.68,1008.76,16,26,28,,,,
2020-09-09 08:08:15 KST,415,23.90,69.45,1008.69,18,25,27,,,,
2020-09-09 08:13:16 KST,416,24.02,68.81,1008.75,17,27,28,,,,
2020-09-09 08:18:17 KST,417,24.23,69.80,1008.73,24,41,43,,,,
2020-09-09 08:23:20 KST,418,24.55,68.65,1008.75,22,37,38,,,,
2020-09-09 08:28:21 KST,419,24.79,67.55,1008.60,25,47,48,,,,
2020-09-09 08:33:23 KST,420,25.01,66.34,1008.62,18,31,32,,,,
2020-09-09 08:38:25 KST,421,25.40,65.11,1008.67,21,34,35,,,,
2020-09-09 08:43:26 KST,422,25.53,65.18,1008.73,23,46,48,,,,
2020-09-09 08:48:28 KST,423,25.51,63.77,1008.71,18,31,34,,,,
2020-09-09 08:53:29 KST,424,25.45,63.52,1008.78,20,29,29,,,,
2020-09-09 08:58:32 KST,425,25.51,63.78,1008.82,18,32,33,,,,
2020-09-09 09:03:33 KST,426,25.46,61.68,1008.78,18,32,35,,,,
2020-09-09 09:08:35 KST,427,25.68,62.22,1008.79,15,23,23,,,,
2020-09-09 09:13:36 KST,428,26.00,62.94,1008.74,22,33,33,,,,
2020-09-09 09:18:37 KST,429,26.17,62.11,1008.70,25,41,41,,,,
2020-09-09 09:23:39 KST,430,26.18,61.20,1008.79,20,36,38,,,,
2020-09-09 09:28:41 KST,431,26.42,61.34,1008.75,22,40,41,,,,
2020-09-09 09:33:42 KST,432,26.69,59.97,1008.67,16,30,32,,,,
2020-09-09 09:38:44 KST,433,26.90,60.40,1008.63,22,33,35,,,,
2020-09-09 09:43:45 KST,434,26.71,58.38,1008.65,17,30,31,,,,
2020-09-09 09:48:47 KST,435,26.70,60.75,1008.59,22,36,39,,,,
2020-09-09 09:53:48 KST,436,26.99,60.46,1008.45,24,42,43,,,,
2020-09-09 09:58:50 KST,437,27.24,58.69,1008.41,24,40,41,,,,
2020-09-09 10:03:51 KST,438,27.34,59.04,1008.38,21,33,33,,,,
2020-09-09 10:08:53 KST,439,27.45,58.60,1008.40,21,30,32,,,,
2020-09-09 10:13:54 KST,440,27.53,58.72,1008.31,24,41,43,,,,
2020-09-09 10:18:55 KST,441,27.30,58.26,1008.43,22,36,36,,,,
2020-09-09 10:23:58 KST,442,27.22,58.34,1008.38,22,39,39,,,,
2020-09-09 10:28:59 KST,443,27.10,57.77,1008.28,18,32,35,,,,
2020-09-09 10:34:01 KST,444,26.88,59.71,1008.15,23,39,41,,,,
2020-09-09 10:39:02 KST,445,26.95,58.90,1008.10,20,38,40,,,,
2020-09-09 10:44:04 KST,446,27.04,59.52,1008.06,27,44,45,,,,
2020-09-09 10:49:06 KST,447,27.06,58.51,1007.94,23,37,40,,,,
2020-09-09 10:54:07 KST,448,27.50,57.66,1007.89,24,41,41,,,,
2020-09-09 10:59:09 KST,449,27.71,58.18,1007.84,25,44,46,,,,
2020-09-09 11:04:11 KST,450,27.81,56.68,1007.73,27,43,44,,,,
2020-09-09 11:09:13 KST,451,28.11,56.04,1007.64,24,40,42,,,,
2020-09-09 11:14:14 KST,452,28.17,56.49,1007.60,24,42,44,,,,
2020-09-09 11:19:16 KST,453,28.07,55.02,1007.56,22,40,41,,,,
2020-09-09 11:24:17 KST,454,27.95,54.72,1007.45,22,36,36,,,,
2020-09-09 11:29:18 KST,455,27.96,54.04,1007.44,14,22,23,,,,
2020-09-09 11:34:20 KST,456,28.24,56.21,1007.32,26,44,45,,,,
2020-09-09 11:39:21 KST,457,28.47,56.13,1007.33,32,54,56,,,,
2020-09-09 11:44:22 KST,458,28.30,55.68,1007.27,25,51,53,,,,
2020-09-09 11:49:24 KST,459,28.32,55.88,1007.08,30,53,55,,,,
2020-09-09 11:54:25 KST,460,28.43,55.91,1007.04,29,47,50,,,,
2020-09-09 11:59:27 KST,461,28.66,55.43,1007.01,26,46,46,,,,
2020-09-09 12:04:28 KST,462,28.99,55.01,1006.89,31,50,52,,,,
2020-09-09 12:09:30 KST,463,29.08,54.71,1006.90,27,45,50,,,,
2020-09-09 12:14:32 KST,464,29.27,54.12,1006.79,29,49,51,,,,
2020-09-09 12:19:33 KST,465,29.40,53.25,1006.64,29,48,49,,,,
2020-09-09 12:24:34 KST,466,29.34,53.88,1006.58,31,50,51,,,,
2020-09-09 12:29:36 KST,467,29.52,53.05,1006.61,30,52,55,,,,
2020-09-09 12:34:38 KST,468,29.53,52.09,1006.50,33,49,51,,,,
2020-09-09 12:39:39 KST,469,29.42,52.65,1006.40,30,47,48,,,,
2020-09-09 12:44:42 KST,470,29.37,52.96,1006.31,30,53,54,,,,
2020-09-09 12:49:44 KST,471,29.02,53.61,1006.16,28,51,52,,,,
2020-09-09 12:54:46 KST,472,28.91,53.91,1006.16,32,53,55,,,,
2020-09-09 12:59:47 KST,473,28.59,55.38,1006.07,33,55,57,,,,
2020-09-09 13:04:49 KST,474,28.66,55.70,1005.91,31,52,55,,,,
2020-09-09 13:09:50 KST,475,28.73,55.65,1005.82,30,52,57,,,,
2020-09-09 13:14:52 KST,476,28.64,55.43,1005.69,32,49,51,,,,
2020-09-09 13:19:53 KST,477,28.40,55.21,1005.86,30,55,56,,,,
2020-09-09 13:24:54 KST,478,26.87,53.44,1006.01,5,8,8,,,,
2020-09-09 13:29:55 KST,479,26.03,55.65,1006.00,4,8,8,,,,
2020-09-09 13:34:57 KST,480,25.65,56.48,1005.89,5,7,8,,,,
2020-09-09 13:39:58 KST,481,25.81,57.05,1005.81,3,5,5,,,,
2020-09-09 13:44:59 KST,482,25.73,58.05,1005.95,4,6,7,,,,
2020-09-09 13:50:01 KST,483,25.07,59.64,1005.99,4,7,8,,,,
2020-09-09 13:55:02 KST,484,24.91,60.13,1006.17,4,6,6,,,,
2020-09-09 14:00:03 KST,485,24.59,59.99,1006.28,5,8,9,,,,
2020-09-09 14:05:05 KST,486,24.16,64.70,1006.27,6,9,9,,,,
2020-09-09 14:10:06 KST,487,23.79,65.78,1006.42,8,11,12,,,,
2020-09-09 14:15:07 KST,488,23.62,65.09,1006.47,6,10,13,,,,
2020-09-09 14:20:09 KST,489,23.43,65.12,1006.53,5,9,12,,,,
2020-09-09 14:25:11 KST,490,23.35,66.79,1006.52,6,8,9,,,,
2020-09-09 14:30:12 KST,491,23.16,69.20,1006.42,6,11,13,,,,
2020-09-09 14:35:13 KST,492,23.17,68.22,1006.26,6,11,11,,,,
2020-09-09 14:40:14 KST,493,23.21,69.27,1006.22,8,13,13,,,,
2020-09-09 14:45:16 KST,494,23.63,69.19,1006.30,5,11,13,,,,
2020-09-09 14:50:18 KST,495,23.27,68.28,1006.52,7,10,11,,,,
2020-09-09 14:55:19 KST,496,23.19,68.46,1006.53,8,18,18,,,,
2020-09-09 15:00:21 KST,497,23.40,66.08,1006.34,5,9,11,,,,
2020-09-09 15:05:22 KST,498,23.79,66.55,1006.38,3,7,8,,,,
2020-09-09 15:10:24 KST,499,24.18,65.77,1006.25,5,9,10,,,,
2020-09-09 15:15:25 KST,500,24.05,61.53,1005.96,6,11,11,,,,
2020-09-09 15:20:27 KST,501,24.38,60.24,1005.87,4,7,7,,,,
2020-09-09 15:25:28 KST,502,24.57,62.49,1005.78,6,10,10,,,,
2020-09-09 15:30:29 KST,503,25.02,62.49,1005.71,5,10,10,,,,
2020-09-09 15:35:31 KST,504,25.25,58.57,1005.69,3,6,6,,,,
2020-09-09 15:40:33 KST,505,25.06,57.85,1005.45,4,7,8,,,,
2020-09-09 15:45:34 KST,506,24.73,59.07,1005.47,5,9,10,,,,
2020-09-09 15:50:35 KST,507,25.15,56.03,1005.34,4,6,6,,,,
2020-09-09 15:55:37 KST,508,25.15,58.60,1005.27,3,5,6,,,,
2020-09-09 16:00:39 KST,509,25.59,58.80,1005.20,6,10,10,,,,
2020-09-09 16:05:40 KST,510,25.81,56.57,1005.23,4,6,7,,,,
2020-09-09 16:10:42 KST,511,25.60,57.24,1005.19,5,7,9,,,,
2020-09-09 16:15:43 KST,512,25.67,58.08,1005.13,4,9,10,,,,
2020-09-09 16:20:45 KST,513,25.58,57.28,1005.20,4,6,7,,,,
2020-09-09 16:25:46 KST,514,25.31,59.32,1005.28,3,5,5,,,,
2020-09-09 16:30:48 KST,515,25.00,59.01,1005.16,5,7,7,,,,
2020-09-09 16:35:49 KST,516,25.13,59.68,1005.28,4,7,8,,,,
2020-09-09 16:40:51 KST,517,26.19,64.51,1005.38,2,4,5,,,,
2020-09-09 16:45:52 KST,518,26.43,63.28,1005.46,2,3,3,,,,
2020-09-09 16:50:53 KST,519,26.48,62.79,1005.47,2,5,5,,,,
2020-09-09 16:55:55 KST,520,26.51,64.97,1005.49,4,10,11,,,,
2020-09-09 17:00:56 KST,521,26.72,62.14,1005.55,5,8,10,,,,
2020-09-09 17:05:58 KST,522,26.91,64.23,1005.53,3,5,7,,,,
2020-09-09 17:10:59 KST,523,26.71,65.03,1005.41,3,5,6,,,,
2020-09-09 17:16:01 KST,524,26.60,64.47,1005.30,2,4,6,,,,
2020-09-09 17:21:02 KST,525,26.44,64.29,1005.30,3,4,4,,,,
2020-09-09 17:26:04 KST,526,26.46,64.07,1005.34,3,6,6,,,,
2020-09-09 17:31:05 KST,527,26.32,64.86,1005.46,3,6,7,,,,
2020-09-09 17:36:07 KST,528,26.27,64.60,1005.56,5,7,7,,,,
2020-09-09 17:41:08 KST,529,26.26,62.78,1005.35,3,5,6,,,,
2020-09-09 17:46:09 KST,530,26.23,64.37,1005.44,3,5,6,,,,
2020-09-09 17:51:11 KST,531,26.22,63.61,1005.42,3,5,5,,,,
2020-09-09 17:56:12 KST,532,26.07,60.59,1005.46,7,11,11,,,,
2020-09-09 18:01:13 KST,533,25.43,61.75,1005.45,7,11,12,,,,
2020-09-09 18:06:15 KST,534,25.13,63.54,1005.43,7,12,13,,,,
2020-09-09 18:11:17 KST,535,25.06,63.84,1005.48,8,14,15,,,,
2020-09-09 18:16:18 KST,536,24.91,63.77,1005.47,9,15,16,,,,
2020-09-09 18:21:19 KST,537,24.78,64.80,1005.50,5,10,10,,,,
2020-09-09 18:26:20 KST,538,24.67,66.25,1005.48,6,13,13,,,,
2020-09-09 18:31:22 KST,539,24.62,65.59,1005.57,6,11,11,,,,
2020-09-09 18:36:23 KST,540,24.51,65.70,1005.55,8,15,16,,,,
2020-09-09 18:41:25 KST,541,24.52,66.56,1005.55,8,13,13,,,,
2020-09-09 18:46:27 KST,542,24.55,66.31,1005.50,7,14,16,,,,
2020-09-09 18:51:28 KST,543,24.46,66.55,1005.61,9,14,16,,,,
2020-09-09 18:56:30 KST,544,24.27,67.01,1005.64,9,14,15,,,,
2020-09-09 19:01:32 KST,545,24.27,64.43,1005.64,1,2,2,,,,
2020-09-09 19:06:33 KST,546,24.50,65.39,1005.60,4,7,8,,,,
2020-09-09 19:11:35 KST,547,24.60,66.25,1005.63,5,6,6,,,,
2020-09-09 19:16:36 KST,548,24.81,66.37,1005.69,3,7,8,,,,
2020-09-09 19:21:38 KST,549,25.00,65.54,1005.59,5,9,9,,,,
2020-09-09 19:26:39 KST,550,25.02,66.23,1005.56,4,7,7,,,,
2020-09-09 19:31:40 KST,551,24.95,66.28,1005.66,7,13,13,,,,
2020-09-09 19:36:42 KST,552,24.77,66.45,1005.75,8,14,14,,,,
2020-09-09 19:41:43 KST,553,24.82,66.91,1005.80,9,16,16,,,,
2020-09-09 19:46:44 KST,554,24.65,66.25,1005.71,7,14,16,,,,
2020-09-09 19:51:45 KST,555,24.79,68.73,1005.70,5,7,8,,,,
2020-09-09 19:56:46 KST,556,24.95,67.34,1005.74,8,12,12,,,,
2020-09-09 20:01:48 KST,557,24.87,67.66,1005.85,8,12,12,,,,
2020-09-09 20:06:49 KST,558,24.88,66.57,1005.93,10,18,18,,,,
2020-09-09 20:11:51 KST,559,24.76,67.58,1005.99,7,12,13,,,,
2020-09-09 20:16:52 KST,560,24.61,66.97,1005.97,9,13,13,,,,
2020-09-09 20:21:53 KST,561,24.48,68.83,1006.01,7,13,14,,,,
2020-09-09 20:26:55 KST,562,24.60,68.16,1006.15,7,14,14,,,,
2020-09-09 20:31:56 KST,563,24.66,68.55,1006.25,8,15,16,,,,
2020-09-09 20:36:58 KST,564,24.72,67.20,1006.27,10,17,17,,,,
2020-09-09 20:41:59 KST,565,24.61,68.06,1006.30,9,16,17,,,,
2020-09-09 20:47:01 KST,566,24.83,67.91,1006.35,9,15,15,,,,
2020-09-09 20:52:03 KST,567,24.75,68.09,1006.36,10,19,21,,,,
2020-09-09 20:57:05 KST,568,24.71,67.74,1006.35,11,19,19,,,,
2020-09-09 21:02:07 KST,569,24.82,67.83,1006.42,9,17,17,,,,
2020-09-09 21:07:08 KST,570,24.78,68.05,1006.42,12,21,22,,,,
2020-09-09 21:12:09 KST,571,24.70,68.14,1006.50,10,16,17,,,,
2020-09-09 21:17:11 KST,572,24.59,68.33,1006.55,11,18,18,,,,
2020-09-09 21:22:12 KST,573,24.38,68.89,1006.49,11,18,20,,,,
2020-09-09 21:27:14 KST,574,24.49,69.21,1006.47,10,18,19,,,,
2020-09-09 21:32:16 KST,575,24.64,70.08,1006.40,7,14,14,,,,
2020-09-09 21:37:17 KST,576,24.64,68.47,1006.36,13,22,22,,,,
2020-09-09 21:42:19 KST,577,24.74,68.51,1006.32,8,16,17,,,,
2020-09-09 21:47:20 KST,578,24.73,68.63,1006.31,11,18,19,,,,
2020-09-09 21:52:22 KST,579,24.52,68.18,1006.28,13,21,23,,,,
2020-09-09 21:57:23 KST,580,24.53,72.19,1006.34,16,25,27,,,,
2020-09-09 22:02:25 KST,581,24.74,72.59,1006.20,75,117,127,,,,
2020-09-09 22:07:26 KST,582,25.25,71.47,1006.27,38,62,65,,,,
2020-09-09 22:12:28 KST,583,25.15,71.64,1006.27,23,44,49,,,,
2020-09-09 22:17:29 KST,584,25.03,68.35,1006.27,19,28,31,,,,
2020-09-09 22:22:30 KST,585,24.93,69.78,1006.29,15,26,29,,,,
2020-09-09 22:27:32 KST,586,24.86,71.29,1006.21,16,25,25,,,,
2020-09-09 22:32:33 KST,587,24.72,69.00,1006.16,14,22,23,,,,
2020-09-09 22:37:35 KST,588,24.78,68.68,1006.27,12,22,24,,,,
2020-09-09 22:42:36 KST,589,24.76,70.47,1006.26,13,21,23,,,,
2020-09-09 22:47:37 KST,590,24.74,69.37,1006.17,11,20,22,,,,
2020-09-09 22:52:39 KST,591,24.65,69.96,1006.13,10,22,23,,,,
2020-09-09 22:57:41 KST,592,24.56,69.40,1006.15,12,20,23,,,,
2020-09-09 23:02:42 KST,593,24.38,69.86,1006.19,12,24,25,,,,
2020-09-09 23:07:44 KST,594,24.35,69.34,1006.06,13,21,21,,,,
2020-09-09 23:12:45 KST,595,24.56,71.50,1006.15,8,16,18,,,,
2020-09-09 23:17:47 KST,596,24.85,67.29,1006.08,12,20,21,,,,
2020-09-09 23:22:48 KST,597,24.59,69.56,1006.00,10,18,19,,,,
2020-09-09 23:27:50 KST,598,24.43,69.75,1006.12,11,18,20,,,,
2020-09-09 23:32:51 KST,599,24.61,70.22,1006.16,12,24,27,,,,
2020-09-09 23:37:53 KST,600,24.62,68.91,1006.02,11,17,20,,,,
2020-09-09 23:42:54 KST,601,24.46,70.65,1006.11,10,19,19,,,,
2020-09-09 23:47:56 KST,602,24.41,68.56,1005.99,12,21,23,,,,
2020-09-09 23:52:57 KST,603,24.34,70.21,1006.11,10,18,20,,,,
2020-09-09 23:57:58 KST,604,24.44,69.75,1006.09,11,21,21,,,,
2020-09-10 00:02:59 KST,605,24.54,68.78,1006.09,10,18,20,,,,
2020-09-10 00:08:01 KST,606,24.35,69.07,1006.16,15,21,21,,,,
2020-09-10 00:13:02 KST,607,24.51,70.28,1006.22,12,22,23,,,,
2020-09-10 00:18:04 KST,608,24.50,70.17,1006.16,10,19,20,,,,
2020-09-10 00:23:05 KST,609,24.42,68.98,1006.11,11,20,21,,,,
2020-09-10 00:28:07 KST,610,24.63,68.78,1006.08,10,18,18,,,,
2020-09-10 00:33:08 KST,611,24.73,68.54,1005.96,11,18,18,,,,
2020-09-10 00:38:10 KST,612,24.74,67.85,1005.95,12,22,23,,,,
2020-09-10 00:43:12 KST,613,24.71,69.33,1006.01,9,17,17,,,,
2020-09-10 00:48:13 KST,614,24.60,70.33,1006.03,8,15,16,,,,
2020-09-10 00:53:14 KST,615,24.58,67.70,1005.90,12,19,21,,,,
2020-09-10 00:58:15 KST,616,24.51,69.36,1005.89,10,22,22,,,,
2020-09-10 01:03:17 KST,617,24.43,68.80,1005.91,10,19,19,,,,
2020-09-10 01:08:18 KST,618,24.33,69.80,1005.94,9,16,16,,,,
2020-09-10 01:13:19 KST,619,24.37,69.72,1005.83,9,20,23,,,,
2020-09-10 01:18:21 KST,620,24.51,69.10,1005.82,13,26,27,,,,
2020-09-10 01:23:23 KST,621,24.42,69.41,1005.77,12,21,21,,,,
2020-09-10 01:28:24 KST,622,24.02,70.12,1005.77,14,24,24,,,,
2020-09-10 01:33:26 KST,623,24.10,70.18,1005.61,13,28,31,,,,
2020-09-10 01:38:27 KST,624,24.13,69.61,1005.67,13,24,26,,,,
2020-09-10 01:43:29 KST,625,23.94,69.93,1005.70,13,28,28,,,,
2020-09-10 01:48:30 KST,626,23.94,69.07,1005.64,13,24,27,,,,
2020-09-10 01:53:32 KST,627,23.77,68.68,1005.58,16,25,25,,,,
2020-09-10 01:58:34 KST,628,23.26,71.73,1005.66,14,25,27,,,,
2020-09-10 02:03:35 KST,629,23.20,70.48,1005.63,17,27,31,,,,
2020-09-10 02:08:36 KST,630,23.02,71.06,1005.70,17,29,30,,,,
2020-09-10 02:13:38 KST,631,22.63,71.37,1005.56,17,29,31,,,,
2020-09-10 02:18:40 KST,632,22.60,72.26,1005.54,15,30,31,,,,
2020-09-10 02:23:42 KST,633,22.60,71.48,1005.83,15,30,32,,,,
2020-09-10 02:28:44 KST,634,22.65,72.63,1005.73,15,24,24,,,,
2020-09-10 02:33:45 KST,635,22.90,73.11,1005.58,15,36,38,,,,
2020-09-10 02:38:46 KST,636,22.63,72.84,1005.82,16,32,33,,,,
2020-09-10 02:43:48 KST,637,22.63,74.56,1005.81,15,26,26,,,,
2020-09-10 02:48:50 KST,638,22.80,73.17,1005.80,19,32,34,,,,
2020-09-10 02:53:51 KST,639,22.36,73.95,1005.82,18,34,37,,,,
2020-09-10 02:58:53 KST,640,22.06,76.19,1005.74,19,38,42,,,,
2020-09-10 03:03:54 KST,641,22.10,76.34,1005.68,18,34,38,,,,
2020-09-10 03:08:56 KST,642,21.98,78.20,1005.61,19,39,42,,,,
2020-09-10 03:13:58 KST,643,21.99,78.19,1005.52,20,44,46,,,,
2020-09-10 03:19:00 KST,644,21.86,79.62,1005.76,18,37,38,,,,
2020-09-10 03:24:01 KST,645,21.69,81.52,1005.62,18,32,36,,,,
2020-09-10 03:29:03 KST,646,21.47,83.59,1005.51,20,40,42,,,,
2020-09-10 03:34:05 KST,647,21.30,83.62,1005.40,21,42,43,,,,
2020-09-10 03:39:06 KST,648,21.53,82.37,1005.56,19,40,41,,,,
2020-09-10 03:44:08 KST,649,21.42,82.18,1005.52,21,38,42,,,,
2020-09-10 03:49:09 KST,650,21.41,84.25,1005.68,19,36,39,,,,
2020-09-10 03:54:11 KST,651,21.21,82.09,1005.56,20,39,39,,,,
2020-09-10 03:59:12 KST,652,21.35,82.54,1005.48,20,39,40,,,,
2020-09-10 04:04:13 KST,653,21.43,83.63,1005.47,18,31,32,,,,
2020-09-10 04:09:15 KST,654,21.50,81.53,1005.34,20,39,43,,,,
2020-09-10 04:14:16 KST,655,21.63,82.69,1005.49,18,40,47,,,,
2020-09-10 04:19:18 KST,656,21.58,81.54,1005.44,20,37,38,,,,
2020-09-10 04:24:20 KST,657,21.34,81.70,1005.57,18,32,32,,,,
2020-09-10 04:29:21 KST,658,21.44,81.71,1005.51,17,34,40,,,,
2020-09-10 04:34:23 KST,659,21.52,80.64,1005.47,21,37,38,,,,
2020-09-10 04:39:24 KST,660,21.42,80.16,1005.46,20,35,39,,,,
2020-09-10 04:44:26 KST,661,21.39,80.25,1005.52,21,33,33,,,,
2020-09-10 04:49:28 KST,662,21.23,80.85,1005.61,24,43,46,,,,
2020-09-10 04:54:29 KST,663,21.33,83.18,1005.64,15,25,26,,,,
2020-09-10 04:59:31 KST,664,21.69,80.64,1005.62,22,42,46,,,,
2020-09-10 05:04:32 KST,665,21.57,80.56,1005.60,18,31,33,,,,
2020-09-10 05:09:33 KST,666,21.69,81.59,1005.60,17,32,33,,,,
2020-09-10 05:14:35 KST,667,21.74,81.49,1005.63,19,39,42,,,,
2020-09-10 05:19:36 KST,668,21.92,81.49,1005.70,22,42,43,,,,
2020-09-10 05:24:38 KST,669,21.93,82.33,1005.64,21,41,46,,,,
2020-09-10 05:29:39 KST,670,22.20,81.09,1005.42,21,34,38,,,,
2020-09-10 05:34:40 KST,671,22.25,79.45,1005.63,24,47,53,,,,
2020-09-10 05:39:42 KST,672,21.76,81.70,1005.72,26,52,55,,,,
2020-09-10 05:44:43 KST,673,21.80,81.61,1005.77,24,44,50,,,,
2020-09-10 05:49:44 KST,674,21.52,82.11,1005.78,24,47,50,,,,
2020-09-10 05:54:46 KST,675,21.63,82.44,1005.77,21,37,40,,,,
2020-09-10 05:59:48 KST,676,21.33,81.83,1005.80,25,46,50,,,,
2020-09-10 06:04:49 KST,677,21.28,82.97,1005.94,27,49,51,,,,
2020-09-10 06:09:51 KST,678,21.63,82.02,1005.96,27,44,48,,,,
2020-09-10 06:14:52 KST,679,21.60,80.63,1006.03,26,52,55,,,,
2020-09-10 06:19:54 KST,680,21.46,82.14,1006.08,26,51,55,,,,
2020-09-10 06:24:55 KST,681,21.62,82.18,1006.12,25,44,48,,,,
